event_id,op_name,op_count,flops,inp_shapes
10,aten::mul,1,160,[[160], []]
27,aten::mul,1,2,[[2, 1], [1, 160]]
28,aten::mul,1,320,[[2, 160], []]
40,aten::addmm,1,1638400,[[1280], [2, 320], [320, 1280], [], []]
46,aten::silu,23,0,[[2, 1280]]
51,aten::addmm,13,85196800,[[1280], [2, 1280], [1280, 1280], [], []]
52,aten::conv2d,1,188743680,[[2, 4, 64, 64], [320, 4, 3, 3], [320], [], [], [], []]
58,aten::group_norm,13,0,[[2, 320, 64, 64], [], [320], [320], [], []]
60,aten::silu,8,0,[[2, 320, 64, 64]]
61,aten::conv2d,8,109471334400,[[2, 320, 64, 64], [320, 320, 3, 3], [320], [], [], [], []]
69,aten::addmm,5,8192000,[[320], [2, 1280], [1280, 320], [], []]
76,aten::add,5,13107200,[[2, 320, 64, 64], [2, 320, 1, 1], []]
78,aten::add,10,26214400,[[2, 320, 64, 64], [2, 320, 64, 64], []]
80,aten::conv2d,10,16777216000,[[2, 320, 64, 64], [320, 320, 1, 1], [320], [], [], [], []]
88,aten::layer_norm,15,0,[[2, 4096, 320], [], [320], [320], [], []]
102,aten::mm,20,33554432000,[[8192, 320], [320, 320]]
117,aten::addmm,10,16777216000,[[320], [8192, 320], [320, 320], [], []]
122,aten::add,15,39321600,[[2, 4096, 320], [2, 4096, 320], []]
130,aten::mm,10,756940800,[[154, 768], [768, 320]]
145,aten::addmm,5,67108864000,[[2560], [8192, 320], [320, 2560], [], []]
156,aten::gelu,5,0,[[2, 4096, 1280], []]
157,aten::mul,5,52428800,[[2, 4096, 1280], [2, 4096, 1280]]
162,aten::addmm,5,33554432000,[[320], [8192, 1280], [1280, 320], [], []]
172,aten::group_norm,1,0,[[2, 320, 32, 32], [], [320], [320], [], []]
174,aten::silu,1,0,[[2, 320, 32, 32]]
175,aten::conv2d,1,7549747200,[[2, 320, 32, 32], [640, 320, 3, 3], [640], [], [], [], []]
185,aten::addmm,5,16384000,[[640], [2, 1280], [1280, 640], [], []]
195,aten::add,5,6553600,[[2, 640, 32, 32], [2, 640, 1, 1], []]
196,aten::group_norm,11,0,[[2, 640, 32, 32], [], [640], [640], [], []]
198,aten::silu,6,0,[[2, 640, 32, 32]]
200,aten::conv2d,7,94371840000,[[2, 640, 32, 32], [640, 640, 3, 3], [640], [], [], [], []]
204,aten::conv2d,1,838860800,[[2, 320, 32, 32], [640, 320, 1, 1], [640], [], [], [], []]
208,aten::add,10,13107200,[[2, 640, 32, 32], [2, 640, 32, 32], []]
210,aten::conv2d,10,16777216000,[[2, 640, 32, 32], [640, 640, 1, 1], [640], [], [], [], []]
218,aten::layer_norm,15,0,[[2, 1024, 640], [], [640], [640], [], []]
232,aten::mm,20,33554432000,[[2048, 640], [640, 640]]
247,aten::addmm,10,16777216000,[[640], [2048, 640], [640, 640], [], []]
252,aten::add,15,19660800,[[2, 1024, 640], [2, 1024, 640], []]
258,aten::mm,10,1513881600,[[154, 768], [768, 640]]
272,aten::addmm,5,67108864000,[[5120], [2048, 640], [640, 5120], [], []]
283,aten::gelu,5,0,[[2, 1024, 2560], []]
284,aten::mul,5,26214400,[[2, 1024, 2560], [2, 1024, 2560]]
292,aten::addmm,5,33554432000,[[640], [2048, 2560], [2560, 640], [], []]
302,aten::group_norm,1,0,[[2, 640, 16, 16], [], [640], [640], [], []]
304,aten::silu,1,0,[[2, 640, 16, 16]]
