event_id,op_name,op_count,flops,inp_shapes
1,aten::conv2d,1,131072,[[1, 4, 64, 64], [4, 4, 1, 1], [4], [], [], [], []]
14,aten::conv2d,1,150994944,[[1, 4, 64, 64], [512, 4, 3, 3], [512], [], [], [], []]
23,aten::group_norm,10,0,[[1, 512, 64, 64], [], [512], [512], [], []]
25,aten::silu,10,0,[[1, 512, 64, 64]]
26,aten::conv2d,10,193273528320,[[1, 512, 64, 64], [512, 512, 3, 3], [512], [], [], [], []]
33,aten::add,6,12582912,[[1, 512, 64, 64], [1, 512, 64, 64], []]
44,aten::group_norm,1,0,[[1, 512, 4096], [], [512], [512], [], []]
53,aten::mm,3,6442450944,[[4096, 512], [512, 512]]
69,aten::addmm,1,2147483648,[[512], [4096, 512], [512, 512], [], []]
87,aten::conv2d,7,541165879296,[[1, 512, 128, 128], [512, 512, 3, 3], [512], [], [], [], []]
93,aten::group_norm,6,0,[[1, 512, 128, 128], [], [512], [512], [], []]
95,aten::silu,6,0,[[1, 512, 128, 128]]
97,aten::add,3,25165824,[[1, 512, 128, 128], [1, 512, 128, 128], []]
104,aten::conv2d,1,309237645312,[[1, 512, 256, 256], [512, 512, 3, 3], [512], [], [], [], []]
110,aten::group_norm,1,0,[[1, 512, 256, 256], [], [512], [512], [], []]
112,aten::silu,1,0,[[1, 512, 256, 256]]
113,aten::conv2d,1,154618822656,[[1, 512, 256, 256], [256, 512, 3, 3], [256], [], [], [], []]
119,aten::group_norm,5,0,[[1, 256, 256, 256], [], [256], [256], [], []]
121,aten::silu,5,0,[[1, 256, 256, 256]]
123,aten::conv2d,5,386547056640,[[1, 256, 256, 256], [256, 256, 3, 3], [256], [], [], [], []]
127,aten::conv2d,1,17179869184,[[1, 512, 256, 256], [256, 512, 1, 1], [256], [], [], [], []]
131,aten::add,3,50331648,[[1, 256, 256, 256], [1, 256, 256, 256], []]
137,aten::conv2d,1,309237645312,[[1, 256, 512, 512], [256, 256, 3, 3], [256], [], [], [], []]
143,aten::group_norm,1,0,[[1, 256, 512, 512], [], [256], [256], [], []]
145,aten::silu,1,0,[[1, 256, 512, 512]]
146,aten::conv2d,1,154618822656,[[1, 256, 512, 512], [128, 256, 3, 3], [128], [], [], [], []]
152,aten::group_norm,6,0,[[1, 128, 512, 512], [], [128], [128], [], []]
154,aten::silu,6,0,[[1, 128, 512, 512]]
156,aten::conv2d,5,386547056640,[[1, 128, 512, 512], [128, 128, 3, 3], [128], [], [], [], []]
160,aten::conv2d,1,17179869184,[[1, 256, 512, 512], [128, 256, 1, 1], [128], [], [], [], []]
164,aten::add,3,100663296,[[1, 128, 512, 512], [1, 128, 512, 512], []]
166,aten::conv2d,1,1811939328,[[1, 128, 512, 512], [3, 128, 3, 3], [3], [], [], [], []]


aten::conv2d: 2471569260544
aten::add: 188743680
aten::mm: 6442450944
aten::addmm: 2147483648
Total GOPs: 2480.3479388160004

aten::group_norm: 30
aten::silu: 29
